"","Treatment","Metric","g","SE","Nx","Ny","StudyID"
"263","Fine sediment addition","% EPT",-1.69534101314744,0.785866992278831,4,4,"wagenhoff"
"264","Fine sediment addition","EPT (abundance)",-3.12203404965598,1.09102240318398,4,4,"wagenhoff"
"265","Fine sediment addition","EPT (number taxa)",-1.25620020611237,0.713845277447985,4,4,"wagenhoff"
"266","Fine sediment addition","% Gill breather",-1.32364408843963,0.723929996422415,4,4,"wagenhoff"
"267","Fine sediment addition","Tagument (rel. abundance)",1.28625312275696,0.718291323186651,4,4,"wagenhoff"
"268","Fine sediment addition","Gils/Tegument (ratio)",-1.1925117432741,0.704683514164772,4,4,"wagenhoff"
"269","Fine sediment addition","% Scraper",-2.04727353294434,0.85284772588053,4,4,"wagenhoff"
"270","Fine sediment addition","% Lotic",-3.21265026703819,1.11272876831693,4,4,"wagenhoff"
"271","Fine sediment addition","Slow flow adapt. (rel. abundance)",3.21265026703819,1.11272876831693,4,4,"wagenhoff"
"272","Fine sediment addition","Fast/Slow flow (adapt., ratio)",-3.0288441215366,1.06890749195723,4,4,"wagenhoff"
"273","Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-2.55699881602463,0.960690070944321,4,4,"wagenhoff"
"274","Flow reduction","Tot. abundance",-1.37035972642093,0.666104049089439,5,5,"ward"
"275","Flow reduction","Tot. richness",0.193117800607688,0.573286706878015,5,5,"ward"
"276","Flow reduction","% EPT",-0.69547244251674,0.597123825407954,5,5,"ward"
"277","Flow reduction","EPT (abundance)",-1.04858081940942,0.628527526368694,5,5,"ward"
"278","Flow reduction","EPT (number taxa)",0.361290322580646,0.578346705316515,5,5,"ward"
"279","Flow reduction","% Gill breather",-0.270342883294249,0.575234363225379,5,5,"ward"
"280","Flow reduction","Tagument (rel. abundance)",0.21174152679653,0.573697566328897,5,5,"ward"
"281","Flow reduction","Gils/Tegument (ratio)",-0.271883145324776,0.575279732626265,5,5,"ward"
"282","Flow reduction","% Scraper",1.07313509782052,0.631112451637549,5,5,"ward"
"283","Flow reduction","% Lotic",0.884632425730467,0.612566446205575,5,5,"ward"
"284","Flow reduction","Slow flow adapt. (rel. abundance)",-0.884632425730466,0.612566446205575,5,5,"ward"
"285","Flow reduction","Fast/Slow flow (adapt., ratio)",0.873976063016885,0.611609661382546,5,5,"ward"
"286","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",1.57319946078891,0.693549945526798,5,5,"ward"
"287","Flow reduction
& Fine sediment addition","Tot. abundance",-1.21906544252335,0.647463726820455,5,5,"ward"
"288","Flow reduction
& Fine sediment addition","Tot. richness",-0.435732523776896,0.581543781665128,5,5,"ward"
"289","Flow reduction
& Fine sediment addition","% EPT",-2.50684647682299,0.847994219687584,5,5,"ward"
"290","Flow reduction
& Fine sediment addition","EPT (abundance)",-2.86509605345177,0.916174222075214,5,5,"ward"
"291","Flow reduction
& Fine sediment addition","EPT (number taxa)",-0.807869720903151,0.605902290677362,5,5,"ward"
"292","Flow reduction
& Fine sediment addition","% Gill breather",-1.86489146280784,0.737353716664814,5,5,"ward"
"293","Flow reduction
& Fine sediment addition","Tagument (rel. abundance)",1.77004312465991,0.722594308324737,5,5,"ward"
"294","Flow reduction
& Fine sediment addition","Gils/Tegument (ratio)",-1.82021815248813,0.730343327238308,5,5,"ward"
"295","Flow reduction
& Fine sediment addition","% Scraper",-1.5480393972292,0.690002439442735,5,5,"ward"
"296","Flow reduction
& Fine sediment addition","% Lotic",-1.54613955008078,0.689736154080904,5,5,"ward"
"297","Flow reduction
& Fine sediment addition","Slow flow adapt. (rel. abundance)",1.54613955008078,0.689736154080904,5,5,"ward"
"298","Flow reduction
& Fine sediment addition","Fast/Slow flow (adapt., ratio)",-1.53121639248295,0.68765232531716,5,5,"ward"
"299","Flow reduction
& Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-0.560680220884173,0.588195874991262,5,5,"ward"
"300","Fine sediment addition","Tot. abundance",0.294600195319331,0.57597836128513,5,5,"ward"
"301","Fine sediment addition","Tot. richness",0,0.571250157965901,5,5,"ward"
"302","Fine sediment addition","% EPT",-1.24989772520552,0.651127493808384,5,5,"ward"
"303","Fine sediment addition","EPT (abundance)",-1.15844724072851,0.640469939632638,5,5,"ward"
"304","Fine sediment addition","EPT (number taxa)",0.361290322580646,0.578346705316515,5,5,"ward"
"305","Fine sediment addition","% Gill breather",-1.19768378351745,0.644964840752858,5,5,"ward"
"306","Fine sediment addition","Tagument (rel. abundance)",1.1004858855188,0.634049341132217,5,5,"ward"
"307","Fine sediment addition","Gils/Tegument (ratio)",-1.1847457760702,0.643469620569478,5,5,"ward"
"308","Fine sediment addition","% Scraper",-1.19635775398624,0.644811007347312,5,5,"ward"
"309","Fine sediment addition","% Lotic",-1.28753848830598,0.655695396434499,5,5,"ward"
"310","Fine sediment addition","Slow flow adapt. (rel. abundance)",1.28753848830598,0.655695396434499,5,5,"ward"
"311","Fine sediment addition","Fast/Slow flow (adapt., ratio)",-1.30847398871971,0.658280528478035,5,5,"ward"
"312","Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-0.718212126268339,0.598803836094089,5,5,"ward"
"313","Flow reduction","Tot. abundance",0.343552600515647,0.477164933748043,8,8,"macaulay"
"314","Flow reduction","Tot. richness",-0.203789162303642,0.474293463454441,8,8,"macaulay"
"315","Flow reduction","% EPT",-0.360855782018989,0.477620851500328,8,8,"macaulay"
"316","Flow reduction","EPT (abundance)",0,0.472727272727273,8,8,"macaulay"
"317","Flow reduction","EPT (number taxa)",-0.715508152191673,0.491685947912797,8,8,"macaulay"
"318","Flow reduction","% Gill breather",-0.67807004241804,0.489787456274564,8,8,"macaulay"
"319","Flow reduction","Tagument (rel. abundance)",0.667975521503512,0.489291812578303,8,8,"macaulay"
"320","Flow reduction","Gils/Tegument (ratio)",-0.686464397155675,0.490204893430395,8,8,"macaulay"
"321","Flow reduction","% Scraper",0.222358093604883,0.474591298022242,8,8,"macaulay"
"322","Flow reduction","% Lotic",0.0869399147934694,0.473012708657001,8,8,"macaulay"
"323","Flow reduction","Slow flow adapt. (rel. abundance)",-0.0869399147934701,0.473012708657001,8,8,"macaulay"
"324","Flow reduction","Fast/Slow flow (adapt., ratio)",0.0925827815380972,0.473050950671805,8,8,"macaulay"
"325","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",-0.319674908428522,0.476571915189371,8,8,"macaulay"
"326","Flow reduction
& N/P addition","Tot. abundance",-0.172896749276379,0.616897836604724,4,4,"khenafou"
"327","Flow reduction
& N/P addition","Tot. richness",0,0.614875461901346,4,4,"khenafou"
"328","Flow reduction
& N/P addition","% EPT",-2.02329090073712,0.848064859586534,4,4,"khenafou"
"329","Flow reduction
& N/P addition","EPT (abundance)",-1.36764785331661,0.730714413802356,4,4,"khenafou"
"330","Flow reduction
& N/P addition","EPT (number taxa)",-0.314050051528094,0.621522957382745,4,4,"khenafou"
"331","Flow reduction
& N/P addition","% Gill breather",-2.28657519913657,0.902094236812651,4,4,"khenafou"
"332","Flow reduction
& N/P addition","Tagument (rel. abundance)",2.28657519913658,0.902094236812651,4,4,"khenafou"
"333","Flow reduction
& N/P addition","Gils/Tegument (ratio)",-2.47883827866237,0.943464414429718,4,4,"khenafou"
"334","Flow reduction
& N/P addition","% Scraper",-0.40170555089225,0.625714881382245,4,4,"khenafou"
"335","Flow reduction
& N/P addition","% Lotic",-2.00941779524252,0.845311672285142,4,4,"khenafou"
"336","Flow reduction
& N/P addition","Slow flow adapt. (rel. abundance)",2.00941779524252,0.845311672285141,4,4,"khenafou"
"337","Flow reduction
& N/P addition","Fast/Slow flow (adapt., ratio)",-2.04912091013286,0.853217367191407,4,4,"khenafou"
"338","Flow reduction
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.191613160810407,0.617358459296304,4,4,"khenafou"
"339","Flow reduction
× Fine sediment addition
& N/P addition","Tot. abundance",-1.13744921626452,0.697056473283758,4,4,"khenafou"
"340","Flow reduction
× Fine sediment addition
& N/P addition","Tot. richness",-0.686393232501153,0.646013265692231,4,4,"khenafou"
"341","Flow reduction
× Fine sediment addition
& N/P addition","% EPT",-3.67676393987303,1.22663004044045,4,4,"khenafou"
"342","Flow reduction
× Fine sediment addition
& N/P addition","EPT (abundance)",-2.27831561729008,0.90035104523035,4,4,"khenafou"
"343","Flow reduction
× Fine sediment addition
& N/P addition","EPT (number taxa)",-1.27291313862852,0.716308235693838,4,4,"khenafou"
"344","Flow reduction
× Fine sediment addition
& N/P addition","% Gill breather",-3.03416857887398,1.07016513401775,4,4,"khenafou"
"345","Flow reduction
× Fine sediment addition
& N/P addition","Tagument (rel. abundance)",3.03416857887398,1.07016513401775,4,4,"khenafou"
"346","Flow reduction
× Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",-3.1922242523617,1.10781909177247,4,4,"khenafou"
"347","Flow reduction
× Fine sediment addition
& N/P addition","% Scraper",-1.76600616629251,0.798730231010648,4,4,"khenafou"
"348","Flow reduction
× Fine sediment addition
& N/P addition","% Lotic",-4.1405907130991,1.344164965607,4,4,"khenafou"
"349","Flow reduction
× Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",4.1405907130991,1.344164965607,4,4,"khenafou"
"350","Flow reduction
× Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",-3.6943643424436,1.23102903765168,4,4,"khenafou"
"351","Flow reduction
× Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.165303873514054,0.616724369443073,4,4,"khenafou"
"352","Fine sediment addition
& N/P addition","Tot. abundance",-0.627886862478642,0.641034574981074,4,4,"khenafou"
"353","Fine sediment addition
& N/P addition","Tot. richness",0,0.614875461901346,4,4,"khenafou"
"354","Fine sediment addition
& N/P addition","% EPT",-3.74033266288953,1.24254277031883,4,4,"khenafou"
"355","Fine sediment addition
& N/P addition","EPT (abundance)",-1.54183709393468,0.759063218053107,4,4,"khenafou"
"356","Fine sediment addition
& N/P addition","EPT (number taxa)",-1.25620020611237,0.713845277447985,4,4,"khenafou"
"357","Fine sediment addition
& N/P addition","% Gill breather",-2.44848737993779,0.936836540949351,4,4,"khenafou"
"358","Fine sediment addition
& N/P addition","Tagument (rel. abundance)",2.44848737993779,0.936836540949351,4,4,"khenafou"
"359","Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",-2.59219198452411,0.968517823292021,4,4,"khenafou"
"360","Fine sediment addition
& N/P addition","% Scraper",-1.59332049366003,0.767872178995185,4,4,"khenafou"
"361","Fine sediment addition
& N/P addition","% Lotic",-1.81318467654022,0.807491004852943,4,4,"khenafou"
"362","Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",1.81318467654022,0.807491004852944,4,4,"khenafou"
"363","Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",-1.91785094849159,0.827396230372266,4,4,"khenafou"
"364","Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.160995097011199,0.616629374438323,4,4,"khenafou"
"365","Flow reduction","Tot. abundance",0.87058181561694,0.66425238059187,4,4,"khenafou"
"366","Flow reduction","Tot. richness",0.143603969364308,0.616271321727012,4,4,"khenafou"
"367","Flow reduction","% EPT",-2.40352750269316,0.927083530036675,4,4,"khenafou"
"368","Flow reduction","EPT (abundance)",-0.745521692612989,0.651451238769849,4,4,"khenafou"
"369","Flow reduction","EPT (number taxa)",-0.81205148656264,0.658045693740773,4,4,"khenafou"
"370","Flow reduction","% Gill breather",-2.38078615084626,0.922180599622531,4,4,"khenafou"
"371","Flow reduction","Tagument (rel. abundance)",2.38078615084626,0.922180599622532,4,4,"khenafou"
"372","Flow reduction","Gils/Tegument (ratio)",-2.57361061118314,0.964379488832724,4,4,"khenafou"
"373","Flow reduction","% Scraper",-0.914864068678624,0.669193436654649,4,4,"khenafou"
"374","Flow reduction","% Lotic",-2.44089168845436,0.935183325991321,4,4,"khenafou"
"375","Flow reduction","Slow flow adapt. (rel. abundance)",2.44089168845436,0.935183325991321,4,4,"khenafou"
"376","Flow reduction","Fast/Slow flow (adapt., ratio)",-2.51435216403362,0.951263581092769,4,4,"khenafou"
"377","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",0.285327495594831,0.620367752729724,4,4,"khenafou"
"378","Flow reduction
& Fine sediment addition","Tot. abundance",-0.415402136691148,0.626459691370768,4,4,"khenafou"
"379","Flow reduction
& Fine sediment addition","Tot. richness",-0.376532784254104,0.624408983319351,4,4,"khenafou"
"380","Flow reduction
& Fine sediment addition","% EPT",-3.99999651467592,1.30820596368972,4,4,"khenafou"
"381","Flow reduction
& Fine sediment addition","EPT (abundance)",-2.07348896264265,0.858109282180967,4,4,"khenafou"
"382","Flow reduction
& Fine sediment addition","EPT (number taxa)",-1.08203655102305,0.689665686010897,4,4,"khenafou"
"383","Flow reduction
& Fine sediment addition","% Gill breather",-3.50582910879294,1.18419099472455,4,4,"khenafou"
"384","Flow reduction
& Fine sediment addition","Tagument (rel. abundance)",3.50582910879294,1.18419099472455,4,4,"khenafou"
"385","Flow reduction
& Fine sediment addition","Gils/Tegument (ratio)",-3.83051563001162,1.26523094056461,4,4,"khenafou"
"386","Flow reduction
& Fine sediment addition","% Scraper",-0.493234732744305,0.631145948874351,4,4,"khenafou"
"387","Flow reduction
& Fine sediment addition","% Lotic",-2.84571789319279,1.02611615373286,4,4,"khenafou"
"388","Flow reduction
& Fine sediment addition","Slow flow adapt. (rel. abundance)",2.84571789319279,1.02611615373286,4,4,"khenafou"
"389","Flow reduction
& Fine sediment addition","Fast/Slow flow (adapt., ratio)",-3.0311591048953,1.06945420359212,4,4,"khenafou"
"390","Flow reduction
& Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",-0.190311103595231,0.617324895546121,4,4,"khenafou"
"391","N/P addition","Tot. abundance",0.159458617207808,0.616596103240913,4,4,"khenafou"
"392","N/P addition","Tot. richness",-0.354998513446837,0.623356903408886,4,4,"khenafou"
"393","N/P addition","% EPT",-1.63472775835478,0.77509122300305,4,4,"khenafou"
"394","N/P addition","EPT (abundance)",-0.489494024186919,0.630903215206542,4,4,"khenafou"
"395","N/P addition","EPT (number taxa)",-0.514785024759038,0.632578428964667,4,4,"khenafou"
"396","N/P addition","% Gill breather",-2.08480403597724,0.860390893344787,4,4,"khenafou"
"397","N/P addition","Tagument (rel. abundance)",2.08480403597724,0.860390893344787,4,4,"khenafou"
"398","N/P addition","Gils/Tegument (ratio)",-2.06500180809657,0.856402089715205,4,4,"khenafou"
"399","N/P addition","% Scraper",0.0831431067605772,0.615343723728354,4,4,"khenafou"
"400","N/P addition","% Lotic",-0.712081096991936,0.648326145577592,4,4,"khenafou"
"401","N/P addition","Slow flow adapt. (rel. abundance)",0.712081096991936,0.648326145577591,4,4,"khenafou"
"402","N/P addition","Fast/Slow flow (adapt., ratio)",-0.674165228449721,0.644939322664762,4,4,"khenafou"
"403","N/P addition","Non EPT fast flow (adapt., rel. abd.)",-0.621156308216552,0.640487910568832,4,4,"khenafou"
"404","Fine sediment addition","Tot. abundance",-0.558132756502096,0.635634471588647,4,4,"khenafou"
"405","Fine sediment addition","Tot. richness",-0.159153619848669,0.616589536515964,4,4,"khenafou"
"406","Fine sediment addition","% EPT",-4.25785448344749,1.37435399388205,4,4,"khenafou"
"407","Fine sediment addition","EPT (abundance)",-1.81646249692902,0.808104675899639,4,4,"khenafou"
"408","Fine sediment addition","EPT (number taxa)",-0.784326290089908,0.655237217419953,4,4,"khenafou"
"409","Fine sediment addition","% Gill breather",-4.06823549651161,1.32562570316995,4,4,"khenafou"
"410","Fine sediment addition","Tagument (rel. abundance)",4.06823549651161,1.32562570316995,4,4,"khenafou"
"411","Fine sediment addition","Gils/Tegument (ratio)",-4.04916262491179,1.32075041695884,4,4,"khenafou"
"412","Fine sediment addition","% Scraper",-1.117355992321,0.694342999854081,4,4,"khenafou"
"413","Fine sediment addition","% Lotic",-3.25772225518717,1.12359602377524,4,4,"khenafou"
"414","Fine sediment addition","Slow flow adapt. (rel. abundance)",3.25772225518716,1.12359602377524,4,4,"khenafou"
"415","Fine sediment addition","Fast/Slow flow (adapt., ratio)",-3.06921303367218,1.0784607337097,4,4,"khenafou"
"416","Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",0.540669506434389,0.634375383019177,4,4,"khenafou"
"417","Fine sediment addition
& N/P addition","Tot. abundance",-1.29111865693515,0.719018392791331,4,4,"taniwaki"
"418","Fine sediment addition
& N/P addition","Tot. richness",-0.816280949997063,0.658481624212655,4,4,"taniwaki"
"419","Fine sediment addition
& N/P addition","% EPT",0.516524364660648,0.632696571764381,4,4,"taniwaki"
"420","Fine sediment addition
& N/P addition","EPT (abundance)",0.244326733456094,0.61890747534547,4,4,"taniwaki"
"421","Fine sediment addition
& N/P addition","EPT (number taxa)",0.244326733456094,0.61890747534547,4,4,"taniwaki"
"422","Fine sediment addition
& N/P addition","% Gill breather",-0.186042043397005,0.617216442701427,4,4,"taniwaki"
"423","Fine sediment addition
& N/P addition","Tagument (rel. abundance)",-0.00117910477437162,0.614875556113375,4,4,"taniwaki"
"424","Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",-0.108248722079862,0.615668998570704,4,4,"taniwaki"
"425","Fine sediment addition
& N/P addition","% Scraper",0.657788597257478,0.643528543944936,4,4,"taniwaki"
"426","Fine sediment addition
& N/P addition","% Lotic",0.404567502313621,0.625868521050881,4,4,"taniwaki"
"427","Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",-0.40456750231362,0.625868521050881,4,4,"taniwaki"
"428","Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",0.328547660734157,0.622147193807771,4,4,"taniwaki"
"429","Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.595226189111628,0.638432730728479,4,4,"taniwaki"
"430","N/P addition","Tot. abundance",-0.195556165435242,0.617461484468225,4,4,"taniwaki"
"431","N/P addition","Tot. richness",0.267178203390881,0.619693889227301,4,4,"taniwaki"
"432","N/P addition","% EPT",0.410998760877957,0.626217612949892,4,4,"taniwaki"
"433","N/P addition","EPT (abundance)",0.244326733456094,0.61890747534547,4,4,"taniwaki"
"434","N/P addition","EPT (number taxa)",0.244326733456094,0.61890747534547,4,4,"taniwaki"
"435","N/P addition","% Gill breather",-0.0703454573917609,0.615210701518619,4,4,"taniwaki"
"436","N/P addition","Tagument (rel. abundance)",-0.209508972575487,0.617842753280204,4,4,"taniwaki"
"437","N/P addition","Gils/Tegument (ratio)",0.0493399603186605,0.615040407579383,4,4,"taniwaki"
"438","N/P addition","% Scraper",0.249480898558399,0.619078799677811,4,4,"taniwaki"
"439","N/P addition","% Lotic",0.808086094150229,0.657638777454342,4,4,"taniwaki"
"440","N/P addition","Slow flow adapt. (rel. abundance)",-0.808086094150229,0.657638777454342,4,4,"taniwaki"
"441","N/P addition","Fast/Slow flow (adapt., ratio)",0.731541181693308,0.650129122065632,4,4,"taniwaki"
"442","N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.991088741450318,0.678178866352767,4,4,"taniwaki"
"443","Flow reduction
× Fine sediment addition
& N/P addition","Tot. abundance",-0.343791120343228,0.622833199862235,4,4,"taniwaki"
"444","Flow reduction
× Fine sediment addition
& N/P addition","Tot. richness",-0.121763485567653,0.615879340874919,4,4,"taniwaki"
"445","Flow reduction
× Fine sediment addition
& N/P addition","% EPT",-0.480093076821629,0.630300944403596,4,4,"taniwaki"
"446","Flow reduction
× Fine sediment addition
& N/P addition","EPT (abundance)",-0.476280484787101,0.630059858529976,4,4,"taniwaki"
"447","Flow reduction
× Fine sediment addition
& N/P addition","EPT (number taxa)",-0.476280484787101,0.630059858529976,4,4,"taniwaki"
"448","Flow reduction
× Fine sediment addition
& N/P addition","% Gill breather",-0.417894122860272,0.626597791097678,4,4,"taniwaki"
"449","Flow reduction
× Fine sediment addition
& N/P addition","Tagument (rel. abundance)",0.399786735317587,0.625612462412942,4,4,"taniwaki"
"450","Flow reduction
× Fine sediment addition
& N/P addition","Gils/Tegument (ratio)",-0.408766348701858,0.626095834757732,4,4,"taniwaki"
"451","Flow reduction
× Fine sediment addition
& N/P addition","% Scraper",0.296168570796149,0.620791015969958,4,4,"taniwaki"
"452","Flow reduction
× Fine sediment addition
& N/P addition","% Lotic",0.656760158224458,0.643441004108103,4,4,"taniwaki"
"453","Flow reduction
× Fine sediment addition
& N/P addition","Slow flow adapt. (rel. abundance)",-0.656760158224458,0.643441004108104,4,4,"taniwaki"
"454","Flow reduction
× Fine sediment addition
& N/P addition","Fast/Slow flow (adapt., ratio)",0.577793006627879,0.637096719651525,4,4,"taniwaki"
"455","Flow reduction
× Fine sediment addition
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.757056923282647,0.652558885521127,4,4,"taniwaki"
"456","Flow reduction
& N/P addition","Tot. abundance",-0.70268918429058,0.64747162701669,4,4,"taniwaki"
"457","Flow reduction
& N/P addition","Tot. richness",-1.04492653118607,0.684880370293314,4,4,"taniwaki"
"458","Flow reduction
& N/P addition","% EPT",0.329973743113824,0.622210084760047,4,4,"taniwaki"
"459","Flow reduction
& N/P addition","EPT (abundance)",0,0.614875461901346,4,4,"taniwaki"
"460","Flow reduction
& N/P addition","EPT (number taxa)",0,0.614875461901346,4,4,"taniwaki"
"461","Flow reduction
& N/P addition","% Gill breather",-0.76850453994084,0.653673034455453,4,4,"taniwaki"
"462","Flow reduction
& N/P addition","Tagument (rel. abundance)",0.801891577624487,0.657006602328939,4,4,"taniwaki"
"463","Flow reduction
& N/P addition","Gils/Tegument (ratio)",-0.780463649449716,0.654852751380866,4,4,"taniwaki"
"464","Flow reduction
& N/P addition","% Scraper",0.141418720480025,0.616229209134267,4,4,"taniwaki"
"465","Flow reduction
& N/P addition","% Lotic",0.732557265520713,0.65022445810709,4,4,"taniwaki"
"466","Flow reduction
& N/P addition","Slow flow adapt. (rel. abundance)",-0.732557265520713,0.65022445810709,4,4,"taniwaki"
"467","Flow reduction
& N/P addition","Fast/Slow flow (adapt., ratio)",0.659695454360873,0.643691184775039,4,4,"taniwaki"
"468","Flow reduction
& N/P addition","Non EPT fast flow (adapt., rel. abd.)",0.821894923662914,0.659063304326905,4,4,"taniwaki"
"469","Fine sediment addition","Tot. abundance",-0.360935380078101,0.623640945869018,4,4,"taniwaki"
"470","Fine sediment addition","Tot. richness",0.102957004951808,0.615593355271249,4,4,"taniwaki"
"471","Fine sediment addition","% EPT",1.85348763891045,0.815080692905848,4,4,"taniwaki"
"472","Fine sediment addition","EPT (abundance)",2.3814024239355,0.922313192852019,4,4,"taniwaki"
"473","Fine sediment addition","EPT (number taxa)",0.476280484787101,0.630059858529976,4,4,"taniwaki"
"474","Fine sediment addition","% Gill breather",0.194822542878127,0.617442158356704,4,4,"taniwaki"
"475","Fine sediment addition","Tagument (rel. abundance)",-0.340422791812583,0.622679002440676,4,4,"taniwaki"
"476","Fine sediment addition","Gils/Tegument (ratio)",0.25152005704113,0.619147555304515,4,4,"taniwaki"
"477","Fine sediment addition","% Scraper",0.223535349128719,0.618252244644181,4,4,"taniwaki"
"478","Fine sediment addition","% Lotic",0.237500899180381,0.618686018974367,4,4,"taniwaki"
"479","Fine sediment addition","Slow flow adapt. (rel. abundance)",-0.237500899180382,0.618686018974367,4,4,"taniwaki"
"480","Fine sediment addition","Fast/Slow flow (adapt., ratio)",0.203535936950351,0.617676350082237,4,4,"taniwaki"
"481","Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",0.384085806653812,0.624792226174272,4,4,"taniwaki"
"482","Flow reduction
& Fine sediment addition","Tot. abundance",-0.70621138893063,0.647790895379317,4,4,"taniwaki"
"483","Flow reduction
& Fine sediment addition","Tot. richness",-0.627374208633567,0.640992745762339,4,4,"taniwaki"
"484","Flow reduction
& Fine sediment addition","% EPT",-0.143863750934289,0.616276370809234,4,4,"taniwaki"
"485","Flow reduction
& Fine sediment addition","EPT (abundance)",-0.244326733456094,0.61890747534547,4,4,"taniwaki"
"486","Flow reduction
& Fine sediment addition","EPT (number taxa)",-0.244326733456094,0.61890747534547,4,4,"taniwaki"
"487","Flow reduction
& Fine sediment addition","% Gill breather",0.194760219065542,0.617440519855366,4,4,"taniwaki"
"488","Flow reduction
& Fine sediment addition","Tagument (rel. abundance)",-0.215003397424672,0.618000031329885,4,4,"taniwaki"
"489","Flow reduction
& Fine sediment addition","Gils/Tegument (ratio)",0.157950243906534,0.616563749294619,4,4,"taniwaki"
"490","Flow reduction
& Fine sediment addition","% Scraper",0.489303776836728,0.630890916998032,4,4,"taniwaki"
"491","Flow reduction
& Fine sediment addition","% Lotic",0.456777562348439,0.628855292392833,4,4,"taniwaki"
"492","Flow reduction
& Fine sediment addition","Slow flow adapt. (rel. abundance)",-0.456777562348441,0.628855292392833,4,4,"taniwaki"
"493","Flow reduction
& Fine sediment addition","Fast/Slow flow (adapt., ratio)",0.347122248301721,0.622987149348923,4,4,"taniwaki"
"494","Flow reduction
& Fine sediment addition","Non EPT fast flow (adapt., rel. abd.)",0.524600816860478,0.633250083618326,4,4,"taniwaki"
"495","Flow reduction","Tot. abundance",0.0286186428521537,0.614930960250784,4,4,"taniwaki"
"496","Flow reduction","Tot. richness",-0.175084188316702,0.61694924674963,4,4,"taniwaki"
"497","Flow reduction","% EPT",0.574020033183112,0.636812439830616,4,4,"taniwaki"
"498","Flow reduction","EPT (abundance)",0.614875461901346,0.639982671473032,4,4,"taniwaki"
"499","Flow reduction","EPT (number taxa)",0.614875461901346,0.639982671473032,4,4,"taniwaki"
"500","Flow reduction","% Gill breather",-1.13201443437978,0.696318813680492,4,4,"taniwaki"
"501","Flow reduction","Tagument (rel. abundance)",0.94889402089719,0.673130860647663,4,4,"taniwaki"
"502","Flow reduction","Gils/Tegument (ratio)",-1.06782160647126,0.687816895875856,4,4,"taniwaki"
"503","Flow reduction","% Scraper",-0.162791791101665,0.616668682724011,4,4,"taniwaki"
"504","Flow reduction","% Lotic",1.24550522618724,0.712281853870623,4,4,"taniwaki"
"505","Flow reduction","Slow flow adapt. (rel. abundance)",-1.24550522618725,0.712281853870623,4,4,"taniwaki"
"506","Flow reduction","Fast/Slow flow (adapt., ratio)",1.21909548143263,0.708464054406324,4,4,"taniwaki"
"507","Flow reduction","Non EPT fast flow (adapt., rel. abd.)",1.31764147459632,0.723016888885102,4,4,"taniwaki"
"508","N/P addition","Tot. abundance",-1.5158737781378,0.754692835696886,4,4,"davis16"
"509","N/P addition","Tot. richness",-0.878767221982455,0.665149972701112,4,4,"davis16"
"510","N/P addition","% EPT",0.246570535112846,0.618981625505862,4,4,"davis16"
"511","N/P addition","EPT (abundance)",-1.21293556630522,0.707582426988126,4,4,"davis16"
"512","N/P addition","EPT (number taxa)",-1.46169267581275,0.745732720344302,4,4,"davis16"
"513","N/P addition","% Gill breather",0.240631708245457,0.61878682535492,4,4,"davis16"
"514","N/P addition","Tagument (rel. abundance)",-0.161990386797305,0.616651095920231,4,4,"davis16"
"515","N/P addition","Gils/Tegument (ratio)",0.223233960506291,0.618243169857409,4,4,"davis16"
"516","N/P addition","% Scraper",1.24662313886775,0.712444808046045,4,4,"davis16"
"517","N/P addition","% Lotic",0.164472719802471,0.616705850962727,4,4,"davis16"
"518","N/P addition","Slow flow adapt. (rel. abundance)",-0.164472719802474,0.616705850962727,4,4,"davis16"
"519","N/P addition","Fast/Slow flow (adapt., ratio)",0.193341124323124,0.617403352364782,4,4,"davis16"
"520","N/P addition","Non EPT fast flow (adapt., rel. abd.)",-0.487778262331944,0.630792466993192,4,4,"davis16"
"521","Fine sediment addition","Tot. abundance",-1.71068418041645,0.788632908313908,4,4,"davis16"
"522","Fine sediment addition","Tot. richness",-1.55822377457572,0.76184662364075,4,4,"davis16"
